date,datatype,station,attributes,value
2023-01-01T00:00:00,TAVG,GHCND:USC00218039,",7",19.5
2023-01-01T00:00:00,TAVG,GHCND:USC00218227,",7",21.2
2023-01-01T00:00:00,TAVG,GHCND:USC00218254,",7",12.4
2023-01-01T00:00:00,TAVG,GHCND:USC00218311,",7",12.8
2023-01-01T00:00:00,TAVG,GHCND:USC00218323,",7",16.5
2023-01-01T00:00:00,TAVG,GHCND:USC00218419,"1,7",21.3
2023-01-01T00:00:00,TAVG,GHCND:USC00218421,",7",16.8
2023-01-01T00:00:00,TAVG,GHCND:USC00218450,",7",19.2
2023-01-01T00:00:00,TAVG,GHCND:USC00218477,"1,7",10.9
2023-01-01T00:00:00,TAVG,GHCND:USC00218674,",7",6.1
2023-01-01T00:00:00,TAVG,GHCND:USC00218681,"1,7",11.4
2023-01-01T00:00:00,TAVG,GHCND:USC00218692,",7",17.1
2023-01-01T00:00:00,TAVG,GHCND:USC00218700,"1,7",11.0
2023-01-01T00:00:00,TAVG,GHCND:USC00218808,",7",18.6
2023-01-01T00:00:00,TAVG,GHCND:USC00218907,",7",12.1
2023-01-01T00:00:00,TAVG,GHCND:USC00218986,"1,7",17.0
2023-01-01T00:00:00,TAVG,GHCND:USC00219001,",7",13.8
2023-01-01T00:00:00,TAVG,GHCND:USC00219033,",7",17.7
2023-01-01T00:00:00,TAVG,GHCND:USC00219046,"1,7",18.6
2023-01-01T00:00:00,TAVG,GHCND:USC00219059,",7",14.1
2023-01-01T00:00:00,TAVG,GHCND:USC00219072,",7",23.5
2023-01-01T00:00:00,TAVG,GHCND:USC00219134,",7",17.4
2023-01-01T00:00:00,TAVG,GHCND:USC00219170,",W",17.4
2023-01-01T00:00:00,TAVG,GHCND:USC00219173,",7",14.3
2023-01-01T00:00:00,TAVG,GHCND:USC00219249,",7",20.4
2023-01-01T00:00:00,TAVG,GHCND:USC00220290,",7",47.2
2023-01-01T00:00:00,TAVG,GHCND:USC00220585,",7",53.9
2023-01-01T00:00:00,TAVG,GHCND:USC00221314,"4,7",49.4
2023-01-01T00:00:00,TAVG,GHCND:USC00221707,"1,7",49.1
2023-01-01T00:00:00,TAVG,GHCND:USC00221738,",7",49.5
2023-01-01T00:00:00,TAVG,GHCND:USC00221865,",7",57.1
2023-01-01T00:00:00,TAVG,GHCND:USC00221880,"1,7",51.4
2023-01-01T00:00:00,TAVG,GHCND:USC00223887,",7",54.9
2023-01-01T00:00:00,TAVG,GHCND:USC00223920,"3,7",55.5
2023-01-01T00:00:00,TAVG,GHCND:USC00223975,",7",46.9
2023-01-01T00:00:00,TAVG,GHCND:USC00224265,",7",49.0
2023-01-01T00:00:00,TAVG,GHCND:USC00224869,",7",48.4
2023-01-01T00:00:00,TAVG,GHCND:USC00224939,"4,7",53.1
2023-01-01T00:00:00,TAVG,GHCND:USC00226177,",7",53.3
2023-01-01T00:00:00,TAVG,GHCND:USC00226308,"1,7",51.7
2023-01-01T00:00:00,TAVG,GHCND:USC00226527,",7",47.1
2023-01-01T00:00:00,TAVG,GHCND:USC00226894,"5,7",51.5
2023-01-01T00:00:00,TAVG,GHCND:USC00227128,",7",55.9
2023-01-01T00:00:00,TAVG,GHCND:USC00227132,",7",54.2
2023-01-01T00:00:00,TAVG,GHCND:USC00227815,"2,7",47.6
2023-01-01T00:00:00,TAVG,GHCND:USC00228374,",7",51.1
2023-01-01T00:00:00,TAVG,GHCND:USC00228445,",7",49.5
2023-01-01T00:00:00,TAVG,GHCND:USC00229004,",7",47.9
2023-01-01T00:00:00,TAVG,GHCND:USC00229079,"1,7",48.3
2023-01-01T00:00:00,TAVG,GHCND:USC00229230,"1,7",53.3
2023-01-01T00:00:00,TAVG,GHCND:USC00229439,",7",55.0
2023-01-01T00:00:00,TAVG,GHCND:USC00229743,",7",46.5
2023-01-01T00:00:00,TAVG,GHCND:USC00230051,"2,7",30.9
2023-01-01T00:00:00,TAVG,GHCND:USC00230163,",7",39.1
2023-01-01T00:00:00,TAVG,GHCND:USC00230204,",7",37.6
2023-01-01T00:00:00,TAVG,GHCND:USC00230304,",7",38.9
2023-01-01T00:00:00,TAVG,GHCND:USC00230608,",7",30.6
2023-01-01T00:00:00,TAVG,GHCND:USC00230657,",7",38.0
2023-01-01T00:00:00,TAVG,GHCND:USC00230748,",7",34.9
2023-01-01T00:00:00,TAVG,GHCND:USC00230789,",7",37.8
2023-01-01T00:00:00,TAVG,GHCND:USC00230824,",7",42.5
2023-01-01T00:00:00,TAVG,GHCND:USC00230856,",7",34.6
2023-01-01T00:00:00,TAVG,GHCND:USC00230887,",7",40.7
2023-01-01T00:00:00,TAVG,GHCND:USC00231087,",7",37.1
2023-01-01T00:00:00,TAVG,GHCND:USC00231145,",7",36.7
2023-01-01T00:00:00,TAVG,GHCND:USC00231216,",7",31.7
2023-01-01T00:00:00,TAVG,GHCND:USC00231275,"4,7",30.5
2023-01-01T00:00:00,TAVG,GHCND:USC00231340,",7",33.7
2023-01-01T00:00:00,TAVG,GHCND:USC00231383,",7",38.6
2023-01-01T00:00:00,TAVG,GHCND:USC00231580,",7",31.9
2023-01-01T00:00:00,TAVG,GHCND:USC00231640,"1,7",34.4
2023-01-01T00:00:00,TAVG,GHCND:USC00231674,"1,7",40.0
2023-01-01T00:00:00,TAVG,GHCND:USC00231748,",7",36.2
2023-01-01T00:00:00,TAVG,GHCND:USC00231801,",7",37.0
2023-01-01T00:00:00,TAVG,GHCND:USC00231822,"2,7",29.9
2023-01-01T00:00:00,TAVG,GHCND:USC00231924,",7",31.2
2023-01-01T00:00:00,TAVG,GHCND:USC00232240,",7",39.4
2023-01-01T00:00:00,TAVG,GHCND:USC00232503,",7",37.9
2023-01-01T00:00:00,TAVG,GHCND:USC00232511,",7",38.3
2023-01-01T00:00:00,TAVG,GHCND:USC00232591,",7",36.0
2023-01-01T00:00:00,TAVG,GHCND:USC00232850,"1,7",38.9
2023-01-01T00:00:00,TAVG,GHCND:USC00232981,",7",38.3
2023-01-01T00:00:00,TAVG,GHCND:USC00233043,",7",37.6
2023-01-01T00:00:00,TAVG,GHCND:USC00233094,",7",37.3
2023-01-01T00:00:00,TAVG,GHCND:USC00233102,",7",30.9
2023-01-01T00:00:00,TAVG,GHCND:USC00233375,",7",29.4
2023-01-01T00:00:00,TAVG,GHCND:USC00233416,",7",28.5
2023-01-01T00:00:00,TAVG,GHCND:USC00233601,",7",33.2
2023-01-01T00:00:00,TAVG,GHCND:USC00233838,"1,7",33.5
2023-01-01T00:00:00,TAVG,GHCND:USC00234136,",7",37.3
2023-01-01T00:00:00,TAVG,GHCND:USC00234271,"1,7",37.2
2023-01-01T00:00:00,TAVG,GHCND:USC00234382,",7",33.3
2023-01-01T00:00:00,TAVG,GHCND:USC00234544,"1,7",31.6
2023-01-01T00:00:00,TAVG,GHCND:USC00234694,",7",39.3
2023-01-01T00:00:00,TAVG,GHCND:USC00234705,",7",38.0
2023-01-01T00:00:00,TAVG,GHCND:USC00234825,",7",38.6
2023-01-01T00:00:00,TAVG,GHCND:USC00234919,",7",38.1
2023-01-01T00:00:00,TAVG,GHCND:USC00234982,",7",31.5
2023-01-01T00:00:00,TAVG,GHCND:USC00235027,",7",38.6
2023-01-01T00:00:00,TAVG,GHCND:USC00235227,",7",38.2
2023-01-01T00:00:00,TAVG,GHCND:USC00235307,",7",37.6
2023-01-01T00:00:00,TAVG,GHCND:USC00235340,"4,7",27.3
2023-01-01T00:00:00,TAVG,GHCND:USC00235492,",7",30.3
2023-01-01T00:00:00,TAVG,GHCND:USC00235704,",7",40.0
2023-01-01T00:00:00,TAVG,GHCND:USC00235708,"1,7",33.7
2023-01-01T00:00:00,TAVG,GHCND:USC00235834,",7",38.4
2023-01-01T00:00:00,TAVG,GHCND:USC00235976,",7",43.1
2023-01-01T00:00:00,TAVG,GHCND:USC00235987,",7",38.1
2023-01-01T00:00:00,TAVG,GHCND:USC00236012,"1,7",35.7
2023-01-01T00:00:00,TAVG,GHCND:USC00236402,",7",37.1
2023-01-01T00:00:00,TAVG,GHCND:USC00236452,",7",36.5
2023-01-01T00:00:00,TAVG,GHCND:USC00236460,",7",39.3
2023-01-01T00:00:00,TAVG,GHCND:USC00236641,",7",38.5
2023-01-01T00:00:00,TAVG,GHCND:USC00236745,",D",35.6
2023-01-01T00:00:00,TAVG,GHCND:USC00236777,",7",38.2
2023-01-01T00:00:00,TAVG,GHCND:USC00236791,"2,7",42.2
2023-01-01T00:00:00,TAVG,GHCND:USC00236826,"1,7",39.3
2023-01-01T00:00:00,TAVG,GHCND:USC00236866,",7",29.6
2023-01-01T00:00:00,TAVG,GHCND:USC00237263,",7",38.7
2023-01-01T00:00:00,TAVG,GHCND:USC00237300,",7",35.5
2023-01-01T00:00:00,TAVG,GHCND:USC00237309,",7",37.7
2023-01-01T00:00:00,TAVG,GHCND:USC00237397,"4,7",38.7
2023-01-01T00:00:00,TAVG,GHCND:USC00237398,"1,7",38.5
2023-01-01T00:00:00,TAVG,GHCND:USC00237506,",7",38.0
2023-01-01T00:00:00,TAVG,GHCND:USC00237514,"1,7",34.3
2023-01-01T00:00:00,TAVG,GHCND:USC00237578,"5,7",34.7
2023-01-01T00:00:00,TAVG,GHCND:USC00237632,",7",35.0
2023-01-01T00:00:00,TAVG,GHCND:USC00237720,",7",31.7
2023-01-01T00:00:00,TAVG,GHCND:USC00237772,",7",44.5
2023-01-01T00:00:00,TAVG,GHCND:USC00237862,",7",31.0
2023-01-01T00:00:00,TAVG,GHCND:USC00237963,"2,7",30.9
2023-01-01T00:00:00,TAVG,GHCND:USC00238051,",7",32.6
2023-01-01T00:00:00,TAVG,GHCND:USC00238082,",7",41.1
2023-01-01T00:00:00,TAVG,GHCND:USC00238184,",7",39.2
2023-01-01T00:00:00,TAVG,GHCND:USC00238444,"2,7",31.5
2023-01-01T00:00:00,TAVG,GHCND:USC00238466,",7",37.6
2023-01-01T00:00:00,TAVG,GHCND:USC00238577,",7",34.1
2023-01-01T00:00:00,TAVG,GHCND:USC00238700,"3,7",40.5
2023-01-01T00:00:00,TAVG,GHCND:USC00238746,"2,7",37.4
2023-01-01T00:00:00,TAVG,GHCND:USC00238754,",7",37.8
2023-01-01T00:00:00,TAVG,GHCND:USC00238770,",7",35.3
2023-01-01T00:00:00,TAVG,GHCND:USC00238777,",7",38.2
2023-01-01T00:00:00,TAVG,GHCND:USC00238805,",7",38.1
2023-01-01T00:00:00,TAVG,GHCND:USC00238880,",7",40.6
2023-01-01T00:00:00,TAVG,GHCND:USC00239034,",7",36.5
2023-01-01T00:00:00,TAVG,GHCND:USC00239056,",7",36.5
2023-01-01T00:00:00,TAVG,GHCND:USC00240075,",7",25.7
2023-01-01T00:00:00,TAVG,GHCND:USC00240111,"1,7",16.8
2023-01-01T00:00:00,TAVG,GHCND:USC00240199,",7",23.4
2023-01-01T00:00:00,TAVG,GHCND:USC00240755,",7",29.7
2023-01-01T00:00:00,TAVG,GHCND:USC00240770,",7",24.7
2023-01-01T00:00:00,TAVG,GHCND:USC00240780,",7",29.1
2023-01-01T00:00:00,TAVG,GHCND:USC00240801,",7",29.5
2023-01-01T00:00:00,TAVG,GHCND:USC00240802,",7",29.7
2023-01-01T00:00:00,TAVG,GHCND:USC00241008,"4,7",22.0
2023-01-01T00:00:00,TAVG,GHCND:USC00241044,",7",23.3
2023-01-01T00:00:00,TAVG,GHCND:USC00241047,",7",21.6
2023-01-01T00:00:00,TAVG,GHCND:USC00241081,"1,7",27.6
2023-01-01T00:00:00,TAVG,GHCND:USC00241084,",7",26.6
2023-01-01T00:00:00,TAVG,GHCND:USC00241088,",7",16.3
2023-01-01T00:00:00,TAVG,GHCND:USC00241102,",7",26.6
2023-01-01T00:00:00,TAVG,GHCND:USC00241127,",7",27.1
2023-01-01T00:00:00,TAVG,GHCND:USC00241169,",7",21.3
2023-01-01T00:00:00,TAVG,GHCND:USC00241297,",7",23.1
2023-01-01T00:00:00,TAVG,GHCND:USC00241342,"1,7",28.6
2023-01-01T00:00:00,TAVG,GHCND:USC00241518,",7",22.6
2023-01-01T00:00:00,TAVG,GHCND:USC00241525,",7",29.4
2023-01-01T00:00:00,TAVG,GHCND:USC00241692,",7",20.5
2023-01-01T00:00:00,TAVG,GHCND:USC00241722,",7",14.8
2023-01-01T00:00:00,TAVG,GHCND:USC00241726,"1,7",27.3
2023-01-01T00:00:00,TAVG,GHCND:USC00241730,",7",29.1
2023-01-01T00:00:00,TAVG,GHCND:USC00241737,",7",29.4
2023-01-01T00:00:00,TAVG,GHCND:USC00241738,"3,7",28.3
2023-01-01T00:00:00,TAVG,GHCND:USC00241758,",7",21.5
2023-01-01T00:00:00,TAVG,GHCND:USC00241840,",7",17.9
2023-01-01T00:00:00,TAVG,GHCND:USC00241875,",7",27.4
2023-01-01T00:00:00,TAVG,GHCND:USC00241938,",7",25.9
2023-01-01T00:00:00,TAVG,GHCND:USC00241974,"1,7",27.5
2023-01-01T00:00:00,TAVG,GHCND:USC00242104,",7",24.8
2023-01-01T00:00:00,TAVG,GHCND:USC00242275,",7",21.8
2023-01-01T00:00:00,TAVG,GHCND:USC00242409,"2,7",22.0
2023-01-01T00:00:00,TAVG,GHCND:USC00242550,",7",18.4
2023-01-01T00:00:00,TAVG,GHCND:USC00242689,",7",25.4
2023-01-01T00:00:00,TAVG,GHCND:USC00242793,",7",24.4
2023-01-01T00:00:00,TAVG,GHCND:USC00242827,",7",30.9
2023-01-01T00:00:00,TAVG,GHCND:USC00242857,",7",29.6
2023-01-01T00:00:00,TAVG,GHCND:USC00243013,",7",29.5
2023-01-01T00:00:00,TAVG,GHCND:USC00243098,",7",26.9
2023-01-01T00:00:00,TAVG,GHCND:USC00243110,",7",20.1
2023-01-01T00:00:00,TAVG,GHCND:USC00243113,",7",30.2
2023-01-01T00:00:00,TAVG,GHCND:USC00243118,",7",15.9
2023-01-01T00:00:00,TAVG,GHCND:USC00243176,",7",19.6
2023-01-01T00:00:00,TAVG,GHCND:USC00243486,",7",26.9
2023-01-01T00:00:00,TAVG,GHCND:USC00243530,",7",19.5
2023-01-01T00:00:00,TAVG,GHCND:USC00243557,",7",15.5
2023-01-01T00:00:00,TAVG,GHCND:USC00243581,"1,7",22.6
2023-01-01T00:00:00,TAVG,GHCND:USC00243727,",7",29.6
2023-01-01T00:00:00,TAVG,GHCND:USC00243753,",7",30.2
2023-01-01T00:00:00,TAVG,GHCND:USC00243885,",7",25.8
2023-01-01T00:00:00,TAVG,GHCND:USC00243915,",7",25.6
2023-01-01T00:00:00,TAVG,GHCND:USC00243934,"1,7",25.1
2023-01-01T00:00:00,TAVG,GHCND:USC00243939,",7",27.0
2023-01-01T00:00:00,TAVG,GHCND:USC00243947,",7",26.0
2023-01-01T00:00:00,TAVG,GHCND:USC00243984,",7",26.7
2023-01-01T00:00:00,TAVG,GHCND:USC00244038,",7",12.3
2023-01-01T00:00:00,TAVG,GHCND:USC00244084,",7",30.0
2023-01-01T00:00:00,TAVG,GHCND:USC00244133,",7",30.9
2023-01-01T00:00:00,TAVG,GHCND:USC00244241,",7",30.6
2023-01-01T00:00:00,TAVG,GHCND:USC00244328,",7",26.2
2023-01-01T00:00:00,TAVG,GHCND:USC00244345,",7",26.7
2023-01-01T00:00:00,TAVG,GHCND:USC00244358,",7",30.3
2023-01-01T00:00:00,TAVG,GHCND:USC00244364,",7",23.8
2023-01-01T00:00:00,TAVG,GHCND:USC00244386,",7",26.3
2023-01-01T00:00:00,TAVG,GHCND:USC00244512,",7",20.7
2023-01-01T00:00:00,TAVG,GHCND:USC00244558,",W",24.6
2023-01-01T00:00:00,TAVG,GHCND:USC00244820,",7",11.3
2023-01-01T00:00:00,TAVG,GHCND:USC00244896,",7",20.9
2023-01-01T00:00:00,TAVG,GHCND:USC00244976,"2,7",29.4
2023-01-01T00:00:00,TAVG,GHCND:USC00245011,",7",30.3
2023-01-01T00:00:00,TAVG,GHCND:USC00245030,"2,7",18.7
2023-01-01T00:00:00,TAVG,GHCND:USC00245043,",7",22.3
2023-01-01T00:00:00,TAVG,GHCND:USC00245080,",7",25.2
2023-01-01T00:00:00,TAVG,GHCND:USC00245123,",7",21.8
2023-01-01T00:00:00,TAVG,GHCND:USC00245153,",7",27.6
2023-01-01T00:00:00,TAVG,GHCND:USC00245334,",7",17.5
2023-01-01T00:00:00,TAVG,GHCND:USC00245338,",7",14.1
2023-01-01T00:00:00,TAVG,GHCND:USC00245340,",7",22.2
2023-01-01T00:00:00,TAVG,GHCND:USC00245596,",7",30.4
2023-01-01T00:00:00,TAVG,GHCND:USC00245603,",7",23.8
2023-01-01T00:00:00,TAVG,GHCND:USC00245712,"3,7",19.6
2023-01-01T00:00:00,TAVG,GHCND:USC00245740,",7",24.9
2023-01-01T00:00:00,TAVG,GHCND:USC00245754,",7",23.8
2023-01-01T00:00:00,TAVG,GHCND:USC00245870,",7",25.1
2023-01-01T00:00:00,TAVG,GHCND:USC00245872,",7",27.5
2023-01-01T00:00:00,TAVG,GHCND:USC00245961,",7",25.6
2023-01-01T00:00:00,TAVG,GHCND:USC00246157,",7",30.1
2023-01-01T00:00:00,TAVG,GHCND:USC00246472,",7",23.7
2023-01-01T00:00:00,TAVG,GHCND:USC00246586,"1,7",13.8
2023-01-01T00:00:00,TAVG,GHCND:USC00246601,",7",21.8
2023-01-01T00:00:00,TAVG,GHCND:USC00246615,"2,H",24.8
2023-01-01T00:00:00,TAVG,GHCND:USC00246640,",7",26.4
2023-01-01T00:00:00,TAVG,GHCND:USC00246647,",7",32.0
2023-01-01T00:00:00,TAVG,GHCND:USC00246685,",7",18.3
2023-01-01T00:00:00,TAVG,GHCND:USC00246691,",7",26.4
2023-01-01T00:00:00,TAVG,GHCND:USC00246918,",7",24.3
2023-01-01T00:00:00,TAVG,GHCND:USC00247034,"1,7",22.7
2023-01-01T00:00:00,TAVG,GHCND:USC00247220,",7",27.8
2023-01-01T00:00:00,TAVG,GHCND:USC00247247,"4,7",21.5
2023-01-01T00:00:00,TAVG,GHCND:USC00247248,"3,7",22.6
2023-01-01T00:00:00,TAVG,GHCND:USC00247261,"1,7",25.4
2023-01-01T00:00:00,TAVG,GHCND:USC00247263,",7",26.5
2023-01-01T00:00:00,TAVG,GHCND:USC00247265,",7",13.9
2023-01-01T00:00:00,TAVG,GHCND:USC00247286,",7",27.1
2023-01-01T00:00:00,TAVG,GHCND:USC00247292,",7",27.3
2023-01-01T00:00:00,TAVG,GHCND:USC00247316,"1,H",28.2
2023-01-01T00:00:00,TAVG,GHCND:USC00247342,",7",25.6
2023-01-01T00:00:00,TAVG,GHCND:USC00247425,",7",15.3
2023-01-01T00:00:00,TAVG,GHCND:USC00247448,"1,7",20.8
2023-01-01T00:00:00,TAVG,GHCND:USC00247500,",7",25.2
2023-01-01T00:00:00,TAVG,GHCND:USC00247560,",7",21.3
2023-01-01T00:00:00,TAVG,GHCND:USC00247620,",7",14.4
2023-01-01T00:00:00,TAVG,GHCND:USC00247740,",7",25.2
2023-01-01T00:00:00,TAVG,GHCND:USC00247800,",7",25.8
2023-01-01T00:00:00,TAVG,GHCND:USC00247864,",7",28.5
2023-01-01T00:00:00,TAVG,GHCND:USC00247894,",7",27.4
2023-01-01T00:00:00,TAVG,GHCND:USC00247978,",H",23.4
2023-01-01T00:00:00,TAVG,GHCND:USC00248021,"1,7",29.7
2023-01-01T00:00:00,TAVG,GHCND:USC00248087,"1,H",27.4
2023-01-01T00:00:00,TAVG,GHCND:USC00248165,"2,7",21.3
2023-01-01T00:00:00,TAVG,GHCND:USC00248211,",7",29.4
2023-01-01T00:00:00,TAVG,GHCND:USC00248324,"1,7",24.6
2023-01-01T00:00:00,TAVG,GHCND:USC00248363,",7",22.9
2023-01-01T00:00:00,TAVG,GHCND:USC00248415,",7",17.1
2023-01-01T00:00:00,TAVG,GHCND:USC00248430,",7",19.3
2023-01-01T00:00:00,TAVG,GHCND:USC00248498,",7",25.6
2023-01-01T00:00:00,TAVG,GHCND:USC00248597,"1,7",20.3
2023-01-01T00:00:00,TAVG,GHCND:USC00248809,",7",27.0
2023-01-01T00:00:00,TAVG,GHCND:USC00248858,",7",12.6
2023-01-01T00:00:00,TAVG,GHCND:USC00249103,"2,7",16.7
2023-01-01T00:00:00,TAVG,GHCND:USC00249187,",7",25.6
2023-01-01T00:00:00,TAVG,GHCND:USC00249900,",7",27.9
2023-01-01T00:00:00,TAVG,GHCND:USC00250030,"3,7",23.7
2023-01-01T00:00:00,TAVG,GHCND:USC00250050,",7",22.8
2023-01-01T00:00:00,TAVG,GHCND:USC00250070,",7",23.4
2023-01-01T00:00:00,TAVG,GHCND:USC00250245,"1,7",23.9
2023-01-01T00:00:00,TAVG,GHCND:USC00250355,"3,7",22.8
2023-01-01T00:00:00,TAVG,GHCND:USC00250365,"1,7",22.7
2023-01-01T00:00:00,TAVG,GHCND:USC00250420,"3,7",20.0
2023-01-01T00:00:00,TAVG,GHCND:USC00250435,",7",29.2
2023-01-01T00:00:00,TAVG,GHCND:USC00250525,",7",24.2
2023-01-01T00:00:00,TAVG,GHCND:USC00250640,",7",26.6
2023-01-01T00:00:00,TAVG,GHCND:USC00251082,",7",24.6
2023-01-01T00:00:00,TAVG,GHCND:USC00251149,"2,7",21.9
2023-01-01T00:00:00,TAVG,GHCND:USC00251200,",7",23.3
2023-01-01T00:00:00,TAVG,GHCND:USC00251345,"2,7",21.6
2023-01-01T00:00:00,TAVG,GHCND:USC00251361,",7",20.6
2023-01-01T00:00:00,TAVG,GHCND:USC00251408,",7",25.6
2023-01-01T00:00:00,TAVG,GHCND:USC00251415,",7",25.5
2023-01-01T00:00:00,TAVG,GHCND:USC00251575,",7",24.0
2023-01-01T00:00:00,TAVG,GHCND:USC00251602,",7",21.6
2023-01-01T00:00:00,TAVG,GHCND:USC00251684,",7",27.5
2023-01-01T00:00:00,TAVG,GHCND:USC00251825,",7",24.6
2023-01-01T00:00:00,TAVG,GHCND:USC00252000,",7",21.3
2023-01-01T00:00:00,TAVG,GHCND:USC00252020,",7",28.6
2023-01-01T00:00:00,TAVG,GHCND:USC00252037,",7",19.6
2023-01-01T00:00:00,TAVG,GHCND:USC00252065,",7",25.2
2023-01-01T00:00:00,TAVG,GHCND:USC00252100,",7",26.2
2023-01-01T00:00:00,TAVG,GHCND:USC00252205,"5,7",24.3
2023-01-01T00:00:00,TAVG,GHCND:USC00252560,",7",27.4
2023-01-01T00:00:00,TAVG,GHCND:USC00252595,",7",23.2
2023-01-01T00:00:00,TAVG,GHCND:USC00252645,",7",21.6
2023-01-01T00:00:00,TAVG,GHCND:USC00252680,",7",25.0
2023-01-01T00:00:00,TAVG,GHCND:USC00252770,"1,7",22.2
2023-01-01T00:00:00,TAVG,GHCND:USC00252790,",7",26.1
2023-01-01T00:00:00,TAVG,GHCND:USC00252820,",7",26.3
2023-01-01T00:00:00,TAVG,GHCND:USC00252980,",7",25.3
2023-01-01T00:00:00,TAVG,GHCND:USC00253037,",7",27.8
2023-01-01T00:00:00,TAVG,GHCND:USC00253050,",7",26.1
2023-01-01T00:00:00,TAVG,GHCND:USC00253065,",7",26.5
2023-01-01T00:00:00,TAVG,GHCND:USC00253175,",7",27.9
2023-01-01T00:00:00,TAVG,GHCND:USC00253185,",7",23.8
2023-01-01T00:00:00,TAVG,GHCND:USC00253355,"1,7",23.3
2023-01-01T00:00:00,TAVG,GHCND:USC00253365,",7",25.2
2023-01-01T00:00:00,TAVG,GHCND:USC00253425,",7",23.1
2023-01-01T00:00:00,TAVG,GHCND:USC00253467,",7",26.9
2023-01-01T00:00:00,TAVG,GHCND:USC00253595,",7",27.1
2023-01-01T00:00:00,TAVG,GHCND:USC00253605,",7",25.2
2023-01-01T00:00:00,TAVG,GHCND:USC00253615,"2,7",20.8
2023-01-01T00:00:00,TAVG,GHCND:USC00253630,",7",21.1
2023-01-01T00:00:00,TAVG,GHCND:USC00253652,",7",21.5
2023-01-01T00:00:00,TAVG,GHCND:USC00253660,",7",26.9
2023-01-01T00:00:00,TAVG,GHCND:USC00253735,",7",27.9
2023-01-01T00:00:00,TAVG,GHCND:USC00253810,",7",22.6
2023-01-01T00:00:00,TAVG,GHCND:USC00253910,",7",25.3
2023-01-01T00:00:00,TAVG,GHCND:USC00254035,",7",24.3
2023-01-01T00:00:00,TAVG,GHCND:USC00254110,",7",24.8
2023-01-01T00:00:00,TAVG,GHCND:USC00254335,",7",26.7
2023-01-01T00:00:00,TAVG,GHCND:USC00254432,",7",21.8
2023-01-01T00:00:00,TAVG,GHCND:USC00254455,",7",23.7
2023-01-01T00:00:00,TAVG,GHCND:USC00254903,",7",23.0
2023-01-01T00:00:00,TAVG,GHCND:USC00254985,",7",24.2
2023-01-01T00:00:00,TAVG,GHCND:USC00255310,"2,H",25.8
2023-01-01T00:00:00,TAVG,GHCND:USC00255362,",7",26.6
2023-01-01T00:00:00,TAVG,GHCND:USC00255555,",7",25.2
2023-01-01T00:00:00,TAVG,GHCND:USC00255565,",7",26.3
2023-01-01T00:00:00,TAVG,GHCND:USC00255810,",7",28.3
2023-01-01T00:00:00,TAVG,GHCND:USC00255997,",7",22.0
2023-01-01T00:00:00,TAVG,GHCND:USC00256040,",7",22.8
2023-01-01T00:00:00,TAVG,GHCND:USC00256055,",7",22.4
2023-01-01T00:00:00,TAVG,GHCND:USC00256075,",7",22.2
2023-01-01T00:00:00,TAVG,GHCND:USC00256135,",7",22.5
2023-01-01T00:00:00,TAVG,GHCND:USC00256200,",7",23.4
2023-01-01T00:00:00,TAVG,GHCND:USC00256290,"1,7",21.2
2023-01-01T00:00:00,TAVG,GHCND:USC00256335,",H",23.8
2023-01-01T00:00:00,TAVG,GHCND:USC00256375,",7",27.1
2023-01-01T00:00:00,TAVG,GHCND:USC00256385,",7",21.8
2023-01-01T00:00:00,TAVG,GHCND:USC00256454,",7",25.5
2023-01-01T00:00:00,TAVG,GHCND:USC00256765,",7",22.9
2023-01-01T00:00:00,TAVG,GHCND:USC00256970,",7",22.7
2023-01-01T00:00:00,TAVG,GHCND:USC00257040,",7",25.4
2023-01-01T00:00:00,TAVG,GHCND:USC00257070,",7",26.1
2023-01-01T00:00:00,TAVG,GHCND:USC00257667,",7",24.9
2023-01-01T00:00:00,TAVG,GHCND:USC00257715,",7",27.2
2023-01-01T00:00:00,TAVG,GHCND:USC00257830,",7",27.7
2023-01-01T00:00:00,TAVG,GHCND:USC00258088,"5,7",26.6
2023-01-01T00:00:00,TAVG,GHCND:USC00258090,",7",21.9
2023-01-01T00:00:00,TAVG,GHCND:USC00258117,",7",22.7
2023-01-01T00:00:00,TAVG,GHCND:USC00258133,",7",23.3
2023-01-01T00:00:00,TAVG,GHCND:USC00258320,",7",28.5
2023-01-01T00:00:00,TAVG,GHCND:USC00258328,",7",25.4
2023-01-01T00:00:00,TAVG,GHCND:USC00258395,",7",28.9
2023-01-01T00:00:00,TAVG,GHCND:USC00258410,",7",30.0
2023-01-01T00:00:00,TAVG,GHCND:USC00258465,",7",28.5
2023-01-01T00:00:00,TAVG,GHCND:USC00258480,",7",24.7
2023-01-01T00:00:00,TAVG,GHCND:USC00258628,",7",26.1
2023-01-01T00:00:00,TAVG,GHCND:USC00258751,",H",22.6
2023-01-01T00:00:00,TAVG,GHCND:USC00258755,",7",29.1
2023-01-01T00:00:00,TAVG,GHCND:USC00258795,",D",26.9
2023-01-01T00:00:00,TAVG,GHCND:USC00258806,",7",19.0
2023-01-01T00:00:00,TAVG,GHCND:USC00258915,",7",20.1
2023-01-01T00:00:00,TAVG,GHCND:USC00258920,",7",24.6
2023-01-01T00:00:00,TAVG,GHCND:USC00259200,",7",22.9
2023-01-01T00:00:00,TAVG,GHCND:USC00259513,",7",27.0
2023-01-01T00:00:00,TAVG,GHCND:USC00260125,"2,7",48.9
