state_code,date,average_temp,common_date_id
HI,2020-09,74.4475,2020-09HI
HI,2020-10,73.26052631578948,2020-10HI
HI,2020-11,72.2525,2020-11HI
HI,2020-12,70.4425,2020-12HI
HI,2021-01,69.375,2021-01HI
HI,2021-02,67.78378378378379,2021-02HI
HI,2021-03,67.88378378378378,2021-03HI
HI,2021-04,70.66499999999999,2021-04HI
HI,2021-05,72.87894736842105,2021-05HI
HI,2021-06,74.41578947368421,2021-06HI
HI,2021-07,75.52222222222223,2021-07HI
HI,2021-08,75.36666666666666,2021-08HI
HI,2021-09,75.02777777777777,2021-09HI
HI,2021-10,73.77894736842104,2021-10HI
HI,2021-11,72.5529411764706,2021-11HI
HI,2021-12,70.55263157894737,2021-12HI
HI,2022-01,67.68222222222222,2022-01HI
HI,2022-02,68.80227272727274,2022-02HI
HI,2022-03,70.1906976744186,2022-03HI
HI,2022-04,70.69302325581396,2022-04HI
HI,2022-05,71.40222222222222,2022-05HI
HI,2022-06,72.88372093023256,2022-06HI
HI,2022-07,73.83658536585367,2022-07HI
HI,2022-08,73.67954545454546,2022-08HI
HI,2022-09,74.62093023255814,2022-09HI
HI,2022-10,73.85909090909091,2022-10HI
HI,2022-11,71.89090909090909,2022-11HI
HI,2022-12,70.00232558139534,2022-12HI
HI,2023-01,68.61162790697675,2023-01HI
HI,2023-02,68.94545454545454,2023-02HI
HI,2023-03,69.71904761904761,2023-03HI
HI,2023-04,70.14390243902439,2023-04HI
HI,2023-05,71.1767441860465,2023-05HI
HI,2023-06,72.71707317073171,2023-06HI
HI,2023-07,74.83111111111111,2023-07HI
HI,2023-08,74.94473684210527,2023-08HI
HI,2023-09,75.03157894736842,2023-09HI
HI,2023-10,73.31176470588235,2023-10HI
IA,2018-12,27.854761904761904,2018-12IA
IA,2019-01,18.15748031496063,2019-01IA
IA,2019-02,14.88320610687023,2019-02IA
IA,2019-03,30.683846153846154,2019-03IA
IA,2019-04,48.87461538461538,2019-04IA
IA,2019-05,56.74603174603175,2019-05IA
IA,2019-06,69.41015625,2019-06IA
IA,2019-07,75.2969696969697,2019-07IA
IA,2019-08,69.85725190839695,2019-08IA
IA,2019-09,68.27906976744185,2019-09IA
IA,2019-10,47.02137404580153,2019-10IA
IA,2019-11,32.1672,2019-11IA
IA,2019-12,28.97795275590551,2019-12IA
IA,2020-01,22.722307692307695,2020-01IA
IA,2020-02,24.198473282442748,2020-02IA
IA,2020-03,39.72290076335878,2020-03IA
IA,2020-04,46.35859375,2020-04IA
IA,2020-05,57.76377952755905,2020-05IA
IA,2020-06,73.00081300813008,2020-06IA
IA,2020-07,75.55714285714286,2020-07IA
IA,2020-08,72.26611570247934,2020-08IA
IA,2020-09,62.032539682539685,2020-09IA
IA,2020-10,46.057377049180324,2020-10IA
IA,2020-11,41.83730158730159,2020-11IA
IA,2020-12,27.069599999999998,2020-12IA
IA,2021-01,23.496721311475408,2021-01IA
IA,2021-02,11.819672131147541,2021-02IA
IA,2021-03,41.70793650793651,2021-03IA
IA,2021-04,49.1,2021-04IA
IA,2021-05,58.96311475409836,2021-05IA
IA,2021-06,73.605,2021-06IA
IA,2021-07,73.46206896551725,2021-07IA
IA,2021-08,73.18050847457627,2021-08IA
IA,2021-09,66.72155172413792,2021-09IA
IA,2021-10,55.598260869565216,2021-10IA
IA,2021-11,38.80924369747899,2021-11IA
IA,2021-12,31.64915254237288,2021-12IA
IA,2022-01,14.482786885245902,2022-01IA
IA,2022-02,20.684297520661158,2022-02IA
IA,2022-03,36.516949152542374,2022-03IA
IA,2022-04,43.58474576271186,2022-04IA
IA,2022-05,61.55641025641026,2022-05IA
IA,2022-06,71.73333333333333,2022-06IA
IA,2022-07,74.44180327868852,2022-07IA
IA,2022-08,72.33884297520662,2022-08IA
IA,2022-09,65.22016129032258,2022-09IA
IA,2022-10,50.437190082644626,2022-10IA
IA,2022-11,37.043902439024386,2022-11IA
IA,2022-12,21.304065040650407,2022-12IA
IA,2023-01,23.976271186440677,2023-01IA
IA,2023-02,25.765,2023-02IA
IA,2023-03,33.70338983050848,2023-03IA
IA,2023-04,49.171052631578945,2023-04IA
IA,2023-05,62.91130434782609,2023-05IA
IA,2023-06,71.40619469026548,2023-06IA
IA,2023-07,72.2095652173913,2023-07IA
IA,2023-08,72.84035087719298,2023-08IA
IA,2023-09,67.33076923076923,2023-09IA
IA,2023-10,53.497894736842106,2023-10IA
ID,2018-12,24.397489539748953,2018-12ID
ID,2019-01,26.102409638554217,2019-01ID
ID,2019-02,23.021951219512193,2019-02ID
ID,2019-03,32.26571428571429,2019-03ID
ID,2019-04,42.84859437751004,2019-04ID
ID,2019-05,49.923199999999994,2019-05ID
ID,2019-06,57.17983870967742,2019-06ID
ID,2019-07,65.35806451612903,2019-07ID
ID,2019-08,66.01553784860559,2019-08ID
ID,2019-09,54.97309236947791,2019-09ID
ID,2019-10,36.52469635627531,2019-10ID
ID,2019-11,34.12845528455285,2019-11ID
ID,2019-12,26.33497942386831,2019-12ID
ID,2020-01,27.227935222672066,2020-01ID
ID,2020-02,26.01178861788618,2020-02ID
ID,2020-03,35.13125,2020-03ID
ID,2020-04,41.59465020576132,2020-04ID
ID,2020-05,50.6021186440678,2020-05ID
ID,2020-06,56.30040816326531,2020-06ID
ID,2020-07,64.92355371900827,2020-07ID
ID,2020-08,67.18547717842324,2020-08ID
ID,2020-09,58.64180327868853,2020-09ID
ID,2020-10,45.18888888888889,2020-10ID
ID,2020-11,32.45247933884298,2020-11ID
ID,2020-12,26.024793388429753,2020-12ID
ID,2021-01,26.32875,2021-01ID
ID,2021-02,25.0238683127572,2021-02ID
ID,2021-03,34.5887029288703,2021-03ID
ID,2021-04,41.47457627118644,2021-04ID
ID,2021-05,49.28275862068966,2021-05ID
ID,2021-06,64.12272727272727,2021-06ID
ID,2021-07,70.76896551724137,2021-07ID
ID,2021-08,63.21371428571428,2021-08ID
ID,2021-09,56.27696629213483,2021-09ID
ID,2021-10,44.68448275862069,2021-10ID
ID,2021-11,35.97828571428571,2021-11ID
ID,2021-12,26.044767441860465,2021-12ID
ID,2022-01,23.315384615384616,2022-01ID
ID,2022-02,24.0698347107438,2022-02ID
ID,2022-03,35.69125,2022-03ID
ID,2022-04,36.69075630252101,2022-04ID
ID,2022-05,45.95966386554622,2022-05ID
ID,2022-06,57.108936170212765,2022-06ID
ID,2022-07,69.44345991561181,2022-07ID
ID,2022-08,69.31518987341772,2022-08ID
ID,2022-09,60.83556485355649,2022-09ID
ID,2022-10,47.933609958506224,2022-10ID
ID,2022-11,25.70082987551867,2022-11ID
ID,2022-12,22.392468619246863,2022-12ID
ID,2023-01,23.291452991452992,2023-01ID
ID,2023-02,23.627685950413223,2023-02ID
ID,2023-03,27.786721991701246,2023-03ID
ID,2023-04,38.57130801687764,2023-04ID
ID,2023-05,54.36890756302521,2023-05ID
ID,2023-06,57.36147540983607,2023-06ID
ID,2023-07,68.5230452674897,2023-07ID
ID,2023-08,65.92405063291139,2023-08ID
ID,2023-09,56.81367521367521,2023-09ID
ID,2023-10,45.77980295566502,2023-10ID
IL,2018-12,33.82142857142857,2018-12IL
IL,2019-01,24.425984251968504,2019-01IL
IL,2019-02,28.058267716535433,2019-02IL
IL,2019-03,36.41803278688525,2019-03IL
IL,2019-04,51.709836065573775,2019-04IL
IL,2019-05,61.65901639344262,2019-05IL
IL,2019-06,70.51186440677965,2019-06IL
IL,2019-07,77.23951612903227,2019-07IL
IL,2019-08,72.63719008264464,2019-08IL
IL,2019-09,71.11048387096774,2019-09IL
IL,2019-10,53.131147540983605,2019-10IL
IL,2019-11,35.570247933884296,2019-11IL
IL,2019-12,34.943442622950826,2019-12IL
IL,2020-01,30.97603305785124,2020-01IL
IL,2020-02,30.781451612903226,2020-02IL
IL,2020-03,43.45384615384616,2020-03IL
IL,2020-04,49.0375,2020-04IL
IL,2020-05,60.1327731092437,2020-05IL
IL,2020-06,73.43050847457627,2020-06IL
IL,2020-07,77.18677685950414,2020-07IL
IL,2020-08,72.93813559322035,2020-08IL
IL,2020-09,65.2495867768595,2020-09IL
IL,2020-10,51.58305084745763,2020-10IL
IL,2020-11,46.574380165289256,2020-11IL
IL,2020-12,32.52605042016807,2020-12IL
IL,2021-01,28.79596774193548,2021-01IL
IL,2021-02,19.737398373983737,2021-02IL
IL,2021-03,45.3702479338843,2021-03IL
IL,2021-04,52.15378151260504,2021-04IL
IL,2021-05,60.75042016806723,2021-05IL
IL,2021-06,73.96434782608695,2021-06IL
IL,2021-07,74.4219298245614,2021-07IL
IL,2021-08,75.55446428571429,2021-08IL
IL,2021-09,69.38956521739131,2021-09IL
IL,2021-10,59.9025,2021-10IL
IL,2021-11,40.352066115702485,2021-11IL
IL,2021-12,39.10588235294118,2021-12IL
IL,2022-01,21.29237288135593,2022-01IL
IL,2022-02,27.072727272727274,2022-02IL
IL,2022-03,42.24710743801653,2022-03IL
IL,2022-04,48.927868852459014,2022-04IL
IL,2022-05,64.9595041322314,2022-05IL
IL,2022-06,73.1190082644628,2022-06IL
IL,2022-07,75.46974789915966,2022-07IL
IL,2022-08,73.48571428571428,2022-08IL
IL,2022-09,66.87154471544716,2022-09IL
IL,2022-10,53.13688524590164,2022-10IL
IL,2022-11,42.68852459016394,2022-11IL
IL,2022-12,29.488695652173913,2022-12IL
IL,2023-01,33.51478260869565,2023-01IL
IL,2023-02,35.03879310344828,2023-02IL
IL,2023-03,39.97652173913043,2023-03IL
IL,2023-04,52.83418803418804,2023-04IL
IL,2023-05,63.688793103448276,2023-05IL
IL,2023-06,71.27719298245614,2023-06IL
IL,2023-07,75.0646551724138,2023-07IL
IL,2023-08,73.30624999999999,2023-08IL
IL,2023-09,68.05,2023-09IL
IL,2023-10,56.26990291262136,2023-10IL
IN,2018-12,35.35274725274725,2018-12IN
IN,2019-01,26.583695652173912,2019-01IN
IN,2019-02,31.894565217391307,2019-02IN
IN,2019-03,36.875,2019-03IN
IN,2019-04,52.13404255319149,2019-04IN
IN,2019-05,62.81195652173913,2019-05IN
IN,2019-06,70.00645161290323,2019-06IN
IN,2019-07,76.56043956043956,2019-07IN
IN,2019-08,72.46744186046512,2019-08IN
IN,2019-09,71.03333333333333,2019-09IN
IN,2019-10,55.675,2019-10IN
IN,2019-11,36.65934065934066,2019-11IN
IN,2019-12,36.25333333333334,2019-12IN
IN,2020-01,33.95681818181818,2020-01IN
IN,2020-02,32.522222222222226,2020-02IN
IN,2020-03,44.08651685393258,2020-03IN
IN,2020-04,48.826966292134834,2020-04IN
IN,2020-05,59.88314606741574,2020-05IN
IN,2020-06,72.41868131868132,2020-06IN
IN,2020-07,76.77333333333334,2020-07IN
IN,2020-08,72.38850574712644,2020-08IN
IN,2020-09,65.57303370786516,2020-09IN
IN,2020-10,53.08965517241379,2020-10IN
IN,2020-11,46.84157303370786,2020-11IN
IN,2020-12,33.727586206896554,2020-12IN
IN,2021-01,30.465168539325845,2021-01IN
IN,2021-02,23.580898876404493,2021-02IN
IN,2021-03,45.79259259259259,2021-03IN
IN,2021-04,51.858441558441555,2021-04IN
IN,2021-05,59.91866666666666,2021-05IN
IN,2021-06,72.92533333333333,2021-06IN
IN,2021-07,73.83026315789475,2021-07IN
IN,2021-08,75.26164383561644,2021-08IN
IN,2021-09,68.71917808219177,2021-09IN
IN,2021-10,60.406666666666666,2021-10IN
IN,2021-11,40.229729729729726,2021-11IN
IN,2021-12,40.47027027027027,2021-12IN
IN,2022-01,24.118823529411763,2022-01IN
IN,2022-02,29.43372093023256,2022-02IN
IN,2022-03,43.339999999999996,2022-03IN
IN,2022-04,49.47954545454545,2022-04IN
IN,2022-05,64.97500000000001,2022-05IN
IN,2022-06,72.31264367816092,2022-06IN
IN,2022-07,75.46000000000001,2022-07IN
IN,2022-08,73.26976744186047,2022-08IN
IN,2022-09,66.3625,2022-09IN
IN,2022-10,53.11910112359551,2022-10IN
IN,2022-11,43.25057471264368,2022-11IN
IN,2022-12,31.624444444444443,2022-12IN
IN,2023-01,36.03103448275862,2023-01IN
IN,2023-02,37.731818181818184,2023-02IN
IN,2023-03,40.525,2023-03IN
IN,2023-04,52.62558139534884,2023-04IN
IN,2023-05,62.233333333333334,2023-05IN
IN,2023-06,69.4139534883721,2023-06IN
IN,2023-07,74.30568181818181,2023-07IN
IN,2023-08,72.08470588235294,2023-08IN
IN,2023-09,67.17272727272727,2023-09IN
IN,2023-10,56.300000000000004,2023-10IN
KS,2018-12,34.15347222222223,2018-12KS
KS,2019-01,30.760810810810813,2019-01KS
KS,2019-02,27.5472972972973,2019-02KS
KS,2019-03,38.9054054054054,2019-03KS
KS,2019-04,55.25816993464052,2019-04KS
KS,2019-05,60.95608108108108,2019-05KS
KS,2019-06,72.71776315789474,2019-06KS
KS,2019-07,78.63529411764706,2019-07KS
KS,2019-08,76.9523178807947,2019-08KS
KS,2019-09,75.28066666666668,2019-09KS
KS,2019-10,51.21891891891892,2019-10KS
KS,2019-11,40.154666666666664,2019-11KS
KS,2019-12,36.54353741496598,2019-12KS
KS,2020-01,33.437333333333335,2020-01KS
KS,2020-02,34.258823529411764,2020-02KS
KS,2020-03,47.37777777777777,2020-03KS
KS,2020-04,52.387581699346406,2020-04KS
KS,2020-05,61.71568627450981,2020-05KS
KS,2020-06,77.70743243243244,2020-06KS
KS,2020-07,79.31310344827585,2020-07KS
KS,2020-08,76.2326530612245,2020-08KS
KS,2020-09,66.43175675675676,2020-09KS
KS,2020-10,52.59931972789116,2020-10KS
KS,2020-11,48.0156462585034,2020-11KS
KS,2020-12,35.82,2020-12KS
KS,2021-01,33.69319727891156,2021-01KS
KS,2021-02,23.447297297297297,2021-02KS
KS,2021-03,47.77847222222223,2021-03KS
KS,2021-04,52.381379310344826,2021-04KS
KS,2021-05,61.92027972027972,2021-05KS
KS,2021-06,75.92013888888889,2021-06KS
KS,2021-07,77.69577464788732,2021-07KS
KS,2021-08,79.09444444444445,2021-08KS
KS,2021-09,73.29647887323944,2021-09KS
KS,2021-10,59.19295774647887,2021-10KS
KS,2021-11,46.61267605633803,2021-11KS
KS,2021-12,41.33142857142857,2021-12KS
KS,2022-01,29.507042253521128,2022-01KS
KS,2022-02,31.28439716312057,2022-02KS
KS,2022-03,43.65281690140845,2022-03KS
KS,2022-04,53.82152777777778,2022-04KS
KS,2022-05,64.89859154929577,2022-05KS
KS,2022-06,75.94125874125875,2022-06KS
KS,2022-07,81.05704225352113,2022-07KS
KS,2022-08,79.22708333333334,2022-08KS
KS,2022-09,72.11398601398601,2022-09KS
KS,2022-10,57.711029411764706,2022-10KS
KS,2022-11,41.249645390070924,2022-11KS
KS,2022-12,30.516058394160584,2022-12KS
KS,2023-01,33.15839416058394,2023-01KS
KS,2023-02,35.31397058823529,2023-02KS
KS,2023-03,41.97867647058824,2023-03KS
KS,2023-04,54.52877697841727,2023-04KS
KS,2023-05,66.01118881118882,2023-05KS
KS,2023-06,73.82877697841727,2023-06KS
KS,2023-07,78.63426573426574,2023-07KS
KS,2023-08,79.16267605633803,2023-08KS
KS,2023-09,72.63956834532374,2023-09KS
KS,2023-10,58.08173913043478,2023-10KS
KY,2018-12,40.4975,2018-12KY
KY,2019-01,34.718987341772156,2019-01KY
KY,2019-02,41.90379746835443,2019-02KY
KY,2019-03,42.8873417721519,2019-03KY
KY,2019-04,57.82875,2019-04KY
KY,2019-05,68.40625,2019-05KY
KY,2019-06,72.044,2019-06KY
KY,2019-07,77.51948051948052,2019-07KY
KY,2019-08,75.84675324675324,2019-08KY
KY,2019-09,75.14683544303799,2019-09KY
KY,2019-10,60.10864197530864,2019-10KY
KY,2019-11,41.31666666666666,2019-11KY
KY,2019-12,42.17733333333334,2019-12KY
KY,2020-01,40.1581081081081,2020-01KY
KY,2020-02,39.296052631578945,2020-02KY
KY,2020-03,51.19285714285714,2020-03KY
KY,2020-04,52.97894736842105,2020-04KY
KY,2020-05,62.43521126760563,2020-05KY
KY,2020-06,72.77027027027027,2020-06KY
KY,2020-07,78.94722222222222,2020-07KY
KY,2020-08,75.08309859154929,2020-08KY
KY,2020-09,68.44189189189188,2020-09KY
KY,2020-10,57.641891891891895,2020-10KY
KY,2020-11,50.11232876712329,2020-11KY
KY,2020-12,37.31285714285715,2020-12KY
KY,2021-01,35.704109589041096,2021-01KY
KY,2021-02,31.865217391304345,2021-02KY
KY,2021-03,50.19054054054054,2021-03KY
KY,2021-04,54.24516129032258,2021-04KY
KY,2021-05,62.45333333333333,2021-05KY
KY,2021-06,73.29672131147541,2021-06KY
KY,2021-07,75.73728813559322,2021-07KY
KY,2021-08,76.82456140350877,2021-08KY
KY,2021-09,68.99166666666666,2021-09KY
KY,2021-10,62.51724137931034,2021-10KY
KY,2021-11,43.356896551724134,2021-11KY
KY,2021-12,47.4375,2021-12KY
KY,2022-01,30.937681159420286,2022-01KY
KY,2022-02,38.06911764705882,2022-02KY
KY,2022-03,48.65223880597015,2022-03KY
KY,2022-04,54.31492537313433,2022-04KY
KY,2022-05,67.44242424242424,2022-05KY
KY,2022-06,74.00923076923077,2022-06KY
KY,2022-07,78.3439393939394,2022-07KY
KY,2022-08,75.54090909090908,2022-08KY
KY,2022-09,68.46617647058824,2022-09KY
KY,2022-10,55.15797101449275,2022-10KY
KY,2022-11,46.99545454545454,2022-11KY
KY,2022-12,37.54545454545455,2022-12KY
KY,2023-01,42.32272727272728,2023-01KY
KY,2023-02,45.192647058823525,2023-02KY
KY,2023-03,46.794117647058826,2023-03KY
KY,2023-04,56.65,2023-04KY
KY,2023-05,63.91384615384615,2023-05KY
KY,2023-06,70.3015873015873,2023-06KY
KY,2023-07,76.75230769230768,2023-07KY
KY,2023-08,74.82096774193548,2023-08KY
KY,2023-09,69.84444444444445,2023-09KY
KY,2023-10,59.15576923076923,2023-10KY
LA,2018-12,52.6671875,2018-12LA
LA,2019-01,50.0,2019-01LA
LA,2019-02,57.69253731343284,2019-02LA
LA,2019-03,58.5089552238806,2019-03LA
LA,2019-04,65.68852459016394,2019-04LA
LA,2019-05,76.40645161290323,2019-05LA
LA,2019-06,80.4734375,2019-06LA
LA,2019-07,82.05555555555556,2019-07LA
LA,2019-08,83.91111111111111,2019-08LA
LA,2019-09,82.6076923076923,2019-09LA
LA,2019-10,69.609375,2019-10LA
LA,2019-11,55.19230769230769,2019-11LA
LA,2019-12,54.38805970149254,2019-12LA
LA,2020-01,53.68484848484848,2020-01LA
LA,2020-02,54.106153846153845,2020-02LA
LA,2020-03,67.4322033898305,2020-03LA
LA,2020-04,66.76935483870967,2020-04LA
LA,2020-05,73.48064516129033,2020-05LA
LA,2020-06,80.09649122807018,2020-06LA
LA,2020-07,83.04032258064517,2020-07LA
LA,2020-08,82.60392156862746,2020-08LA
LA,2020-09,77.70377358490566,2020-09LA
LA,2020-10,68.13392857142857,2020-10LA
LA,2020-11,61.75614035087719,2020-11LA
LA,2020-12,50.81929824561403,2020-12LA
LA,2021-01,50.568518518518516,2021-01LA
LA,2021-02,47.62830188679246,2021-02LA
LA,2021-03,62.36610169491525,2021-03LA
LA,2021-04,65.116,2021-04LA
LA,2021-05,72.678,2021-05LA
LA,2021-06,80.52407407407408,2021-06LA
LA,2021-07,82.15283018867925,2021-07LA
LA,2021-08,82.9188679245283,2021-08LA
LA,2021-09,77.21224489795918,2021-09LA
LA,2021-10,71.9627450980392,2021-10LA
LA,2021-11,56.598,2021-11LA
LA,2021-12,62.388679245283015,2021-12LA
LA,2022-01,48.18666666666666,2022-01LA
LA,2022-02,51.34918032786886,2022-02LA
LA,2022-03,59.21206896551725,2022-03LA
LA,2022-04,67.85166666666666,2022-04LA
LA,2022-05,77.55438596491229,2022-05LA
LA,2022-06,83.03750000000001,2022-06LA
LA,2022-07,84.45614035087719,2022-07LA
LA,2022-08,82.1896551724138,2022-08LA
LA,2022-09,77.72033898305085,2022-09LA
LA,2022-10,66.79661016949153,2022-10LA
LA,2022-11,58.16393442622951,2022-11LA
LA,2022-12,54.235,2022-12LA
LA,2023-01,55.905,2023-01LA
LA,2023-02,58.531666666666666,2023-02LA
LA,2023-03,63.81016949152543,2023-03LA
LA,2023-04,66.50535714285715,2023-04LA
LA,2023-05,75.39491525423729,2023-05LA
LA,2023-06,82.64137931034483,2023-06LA
LA,2023-07,85.3406779661017,2023-07LA
LA,2023-08,88.40862068965517,2023-08LA
LA,2023-09,81.14237288135593,2023-09LA
LA,2023-10,69.88679245283019,2023-10LA
MA,2018-12,32.75087719298246,2018-12MA
MA,2019-01,26.69333333333333,2019-01MA
MA,2019-02,28.71864406779661,2019-02MA
MA,2019-03,33.922413793103445,2019-03MA
MA,2019-04,47.915,2019-04MA
MA,2019-05,54.84666666666667,2019-05MA
MA,2019-06,65.43898305084745,2019-06MA
MA,2019-07,73.93606557377049,2019-07MA
MA,2019-08,70.33050847457628,2019-08MA
MA,2019-09,62.479661016949144,2019-09MA
MA,2019-10,52.66949152542373,2019-10MA
MA,2019-11,38.10677966101695,2019-11MA
MA,2019-12,31.301694915254238,2019-12MA
MA,2020-01,32.41428571428572,2020-01MA
MA,2020-02,32.721428571428575,2020-02MA
MA,2020-03,40.01090909090909,2020-03MA
MA,2020-04,43.073214285714286,2020-04MA
MA,2020-05,55.80363636363636,2020-05MA
MA,2020-06,67.4396551724138,2020-06MA
MA,2020-07,74.44464285714285,2020-07MA
MA,2020-08,72.15344827586206,2020-08MA
MA,2020-09,63.13636363636363,2020-09MA
MA,2020-10,52.56140350877193,2020-10MA
MA,2020-11,45.04821428571428,2020-11MA
MA,2020-12,33.99122807017544,2020-12MA
MA,2021-01,29.401754385964914,2021-01MA
MA,2021-02,28.09642857142857,2021-02MA
MA,2021-03,38.20172413793103,2021-03MA
MA,2021-04,47.58771929824562,2021-04MA
MA,2021-05,57.520370370370365,2021-05MA
MA,2021-06,69.26363636363637,2021-06MA
MA,2021-07,69.83035714285714,2021-07MA
MA,2021-08,73.06111111111112,2021-08MA
MA,2021-09,65.24727272727273,2021-09MA
MA,2021-10,56.405454545454546,2021-10MA
MA,2021-11,41.22181818181818,2021-11MA
MA,2021-12,36.32,2021-12MA
MA,2022-01,24.201886792452832,2022-01MA
MA,2022-02,29.90377358490566,2022-02MA
MA,2022-03,38.23703703703704,2022-03MA
MA,2022-04,47.35090909090909,2022-04MA
MA,2022-05,59.556603773584904,2022-05MA
MA,2022-06,65.6148148148148,2022-06MA
MA,2022-07,74.00754716981132,2022-07MA
MA,2022-08,74.48627450980392,2022-08MA
MA,2022-09,62.89807692307692,2022-09MA
MA,2022-10,52.956,2022-10MA
MA,2022-11,45.1921568627451,2022-11MA
MA,2022-12,34.02857142857143,2022-12MA
MA,2023-01,35.62127659574468,2023-01MA
MA,2023-02,32.42115384615385,2023-02MA
MA,2023-03,37.86078431372549,2023-03MA
MA,2023-04,49.88979591836735,2023-04MA
MA,2023-05,56.48461538461538,2023-05MA
MA,2023-06,64.67307692307692,2023-06MA
MA,2023-07,74.45098039215686,2023-07MA
MA,2023-08,68.95686274509804,2023-08MA
MA,2023-09,65.064,2023-09MA
MA,2023-10,56.31063829787234,2023-10MA
MD,2018-12,39.306666666666665,2018-12MD
MD,2019-01,33.706896551724135,2019-01MD
MD,2019-02,37.641379310344824,2019-02MD
MD,2019-03,41.81290322580645,2019-03MD
MD,2019-04,57.60344827586207,2019-04MD
MD,2019-05,67.446875,2019-05MD
MD,2019-06,72.790625,2019-06MD
MD,2019-07,79.18333333333334,2019-07MD
MD,2019-08,75.91290322580646,2019-08MD
MD,2019-09,71.84516129032258,2019-09MD
MD,2019-10,60.39677419354839,2019-10MD
MD,2019-11,43.07096774193548,2019-11MD
MD,2019-12,39.15806451612904,2019-12MD
MD,2020-01,39.2,2020-01MD
MD,2020-02,40.880645161290325,2020-02MD
MD,2020-03,49.26,2020-03MD
MD,2020-04,51.5516129032258,2020-04MD
MD,2020-05,60.75,2020-05MD
MD,2020-06,72.82333333333332,2020-06MD
MD,2020-07,80.21379310344827,2020-07MD
MD,2020-08,76.74642857142858,2020-08MD
MD,2020-09,67.26551724137931,2020-09MD
MD,2020-10,58.853571428571435,2020-10MD
MD,2020-11,51.074074074074076,2020-11MD
MD,2020-12,38.27407407407408,2020-12MD
MD,2021-01,35.65555555555556,2021-01MD
MD,2021-02,34.175,2021-02MD
MD,2021-03,47.53793103448275,2021-03MD
MD,2021-04,55.04642857142857,2021-04MD
MD,2021-05,62.364285714285714,2021-05MD
MD,2021-06,73.33571428571429,2021-06MD
MD,2021-07,77.104,2021-07MD
MD,2021-08,77.37037037037037,2021-08MD
MD,2021-09,69.59615384615384,2021-09MD
MD,2021-10,63.01481481481482,2021-10MD
MD,2021-11,44.864285714285714,2021-11MD
MD,2021-12,43.94444444444444,2021-12MD
MD,2022-01,30.925,2022-01MD
MD,2022-02,38.17333333333333,2022-02MD
MD,2022-03,46.51481481481482,2022-03MD
MD,2022-04,53.09655172413793,2022-04MD
MD,2022-05,64.75185185185185,2022-05MD
MD,2022-06,72.46428571428571,2022-06MD
MD,2022-07,77.83928571428571,2022-07MD
MD,2022-08,76.92068965517242,2022-08MD
MD,2022-09,69.03333333333333,2022-09MD
MD,2022-10,54.789655172413795,2022-10MD
MD,2022-11,48.88148148148148,2022-11MD
MD,2022-12,36.89655172413793,2022-12MD
MD,2023-01,42.54482758620689,2023-01MD
MD,2023-02,43.05172413793103,2023-02MD
MD,2023-03,45.07241379310344,2023-03MD
MD,2023-04,58.20333333333333,2023-04MD
MD,2023-05,61.148275862068964,2023-05MD
MD,2023-06,69.52,2023-06MD
MD,2023-07,78.36071428571428,2023-07MD
MD,2023-08,75.24444444444444,2023-08MD
MD,2023-09,69.59642857142858,2023-09MD
MD,2023-10,59.25,2023-10MD
ME,2018-12,22.423809523809524,2018-12ME
ME,2019-01,16.247619047619047,2019-01ME
ME,2019-02,18.142857142857142,2019-02ME
ME,2019-03,26.043548387096774,2019-03ME
ME,2019-04,40.43606557377049,2019-04ME
ME,2019-05,49.604918032786884,2019-05ME
ME,2019-06,60.935483870967744,2019-06ME
ME,2019-07,69.79344262295082,2019-07ME
ME,2019-08,65.96333333333334,2019-08ME
ME,2019-09,57.0672131147541,2019-09ME
ME,2019-10,47.43934426229509,2019-10ME
ME,2019-11,31.301612903225806,2019-11ME
ME,2019-12,24.249180327868853,2019-12ME
ME,2020-01,22.462295081967213,2020-01ME
ME,2020-02,21.727868852459018,2020-02ME
ME,2020-03,31.538333333333334,2020-03ME
ME,2020-04,39.111666666666665,2020-04ME
ME,2020-05,52.53387096774193,2020-05ME
ME,2020-06,63.709836065573775,2020-06ME
ME,2020-07,69.99180327868852,2020-07ME
ME,2020-08,67.21147540983605,2020-08ME
ME,2020-09,58.41612903225807,2020-09ME
ME,2020-10,46.22833333333333,2020-10ME
ME,2020-11,38.41803278688525,2020-11ME
ME,2020-12,28.359322033898305,2020-12ME
ME,2021-01,22.91967213114754,2021-01ME
ME,2021-02,19.72295081967213,2021-02ME
ME,2021-03,30.763333333333332,2021-03ME
ME,2021-04,44.37931034482759,2021-04ME
ME,2021-05,53.98833333333334,2021-05ME
ME,2021-06,66.27457627118643,2021-06ME
ME,2021-07,65.14999999999999,2021-07ME
ME,2021-08,69.3948275862069,2021-08ME
ME,2021-09,60.6,2021-09ME
ME,2021-10,51.210344827586205,2021-10ME
ME,2021-11,36.71454545454545,2021-11ME
ME,2021-12,26.036842105263155,2021-12ME
ME,2022-01,12.85689655172414,2022-01ME
ME,2022-02,20.928333333333335,2022-02ME
ME,2022-03,30.339344262295082,2022-03ME
ME,2022-04,42.04833333333333,2022-04ME
ME,2022-05,55.62063492063492,2022-05ME
ME,2022-06,61.24444444444445,2022-06ME
ME,2022-07,69.40491803278688,2022-07ME
ME,2022-08,69.05625,2022-08ME
ME,2022-09,58.6741935483871,2022-09ME
